"index"	"s.area"	"s.perimeter"	"s.radius.mean"	"s.radius.min"	"s.radius.max"	"m.cx"	"m.cy"	"m.majoraxis"	"m.eccentricity"	"m.theta"	"h.asm.s1"	"h.con.s1"	"h.cor.s1"	"h.var.s1"	"h.idm.s1"	"h.sav.s1"	"h.sva.s1"	"h.sen.s1"	"h.ent.s1"	"h.dva.s1"	"h.den.s1"	"h.f12.s1"	"h.f13.s1"	"h.asm.s2"	"h.con.s2"	"h.cor.s2"	"h.var.s2"	"h.idm.s2"	"h.sav.s2"	"h.sva.s2"	"h.sen.s2"	"h.ent.s2"	"h.dva.s2"	"h.den.s2"	"h.f12.s2"	"h.f13.s2"	"densityValues"	"numberNeighbors"	"sizeCytoplasma"	"classCell"
"1"	60	177	44	7.11397050159825	5.25319658685694	9.3373970393828	380.946485896837	44.679523141655	17.7183849434034	0.601289114185555	-0.67176882111256	0.0271648905844621	2.61648177496038	0.734113957140721	5.92030673521516	0.54847484740838	29.7385103011094	831.168848222973	1.20600071893147	1.67857361628325	2.61648177496038	0.60064525425272	0.214530352321462	0.576139769266849	0.0222829964328181	5.07586206896552	0.467177920236448	5.76318668252082	0.426003803772567	29.6965517241379	829.6634939578	1.13632397125259	1.71925106821841	5.07586206896552	0.720919723860862	0.132688171875547	0.465590313532769	1.7470528954893e-07	13	10867	"c"
"2"	68	151	43	6.6727804372737	3.58750611263125	9.88117614298176	340.436494051784	46.2416025192442	20.7814428566472	0.886837104164003	0.215791088132526	0.0427055891776433	1.5377358490566	0.758629100462434	4.18542096831612	0.622697003329634	31.3037735849057	922.842378810559	1.11042281381119	1.48599464533663	1.5377358490566	0.509459499820471	0.234658502410802	0.571275171855069	0.0346708579881657	3.14423076923077	0.538057172352425	4.40326830621301	0.498174640878261	30.9519230769231	902.796528226264	1.08006866895833	1.56423528270416	3.14423076923077	0.60158182495662	0.160137303707936	0.488231723736421	1.63828016428259e-07	7	10867	"c"
"3"	74	39	18	3.08408152340394	2.26214145238914	3.68262520426145	400.03979647465	49.091889272518	7.85896683377838	0.603153591893071	-0.753657709620826	0.0756517065305026	1.83606557377049	0.304772565381062	2.32047836603064	0.572613307618129	35.1147540983606	1178.06920043052	0.841975504552895	1.22648034002214	1.83606557377049	0.540017008799461	0.068791272068418	0.289254180115176	0.106805293005671	2.69565217391304	-0.121069182389941	2.20226843100188	0.480818414322251	34.8695652173913	1168.05960011371	0.723611158914369	1.05081767594044	2.69565217391304	0.563088058864412	0.0830197799160148	0.294953521092518	1.82942211442194e-07	11	10867	"c"
"4"	84	225	54	8.24670661577492	3.26682623277036	12.2204263551557	341.85031565578	62.3488774608076	24.3625570578807	0.833947696727083	0.038976223575283	0.0276532541182825	2.96024844720497	0.728279395097395	6.4472285019868	0.533078215827639	29.4124223602484	813.201423529847	1.2278031865022	1.70997466744887	2.96024844720497	0.625033695205606	0.209616970051329	0.574414302020373	0.0234119837611794	5.97237569060773	0.439778500901213	6.33036995207716	0.396935549584233	29.2762430939227	804.641859991903	1.18188857430071	1.74351005765291	5.97237569060773	0.75128507972298	0.10754248295065	0.42397941397563	1.79866935919275e-07	12	10867	"c"
"5"	85	136	38	6.25738357832835	4.32132187121967	8.23280546791774	391.674961992749	60.9000818617706	17.7169851052664	0.786868632476969	-0.583866238631072	0.0216851478273099	5.74842767295597	0.639546996845056	8.97389343775959	0.42289809659399	25.5471698113208	615.587295831988	1.26878127843197	1.83605224950066	5.74842767295597	0.738206450258268	0.140591100366966	0.492380151045515	0.0247020376778163	11.4509803921569	0.246470677528706	8.59823144944253	0.32823812367065	24.8627450980392	580.74419521303	1.16037707694442	1.73368470429254	11.4509803921569	0.86193630103513	0.126831436231575	0.4574391009685	1.92578655688864e-07	11	10867	"c"
"6"	90	51	21	3.60808337215519	2.86071205635725	4.54007102344879	406.718964640041	63.7223988806919	9.67782226169321	0.648410094487198	-0.532823603717071	0.0128741965105602	12.8424242424242	0.532606334448452	14.7383379247016	0.288819222449065	24.7575757575758	590.1976155901	1.34632444258368	1.97046850175891	12.8424242424242	0.890332441921469	0.15368958887287	0.52884076222953	0.03857421875	27.28125	0.143999632302248	16.935302734375	0.181405462473343	25.09375	614.166825644335	1.05821662320899	1.45811404149741	27.28125	0.931127638491057	0.279847386141685	0.614624135926199	1.97969771695374e-07	11	10867	"c"
"7"	92	124	34	5.84190217060197	4.74141000738507	7.07180179465158	373.487341579795	69.0567729386378	14.8346048616138	0.554439264031069	-0.160637058906208	0.0316262821465735	9.06912442396313	0.551711251726787	11.1152710824184	0.452809071067496	21.2442396313364	431.031395855286	1.25325576486362	1.80844900590761	9.06912442396313	0.812238861453627	0.166308723408084	0.528833483502932	0.022542690545606	17.0510204081633	0.209270995545576	11.7818356934611	0.333010962785227	21.3979591836735	432.230278579333	1.24469750687158	1.83261693004613	17.0510204081633	0.910427995601065	0.185840463893236	0.559489477863274	1.96006320223067e-07	13	10867	"c"
"8"	95	258	53	8.69467186473683	5.81392370032192	11.6420598628322	322.247949787986	77.8011434197424	24.3652448080711	0.814406804644145	0.231609225329183	0.0373791709622432	2.66134185303514	0.64113401151353	4.70798841130017	0.58604313274864	28.6549520766773	769.288212482042	1.13918204038947	1.60812995841552	2.66134185303514	0.603212085116986	0.179205381043772	0.520903869181472	0.0334040637860082	4.57407407407407	0.35647600897404	4.55392661179699	0.475468364291894	28.6851851851852	771.948578236711	1.07527852356104	1.63559233557334	4.57407407407407	0.689114508149133	0.0988543584067131	0.395491249366008	1.86993141104196e-07	9	10867	"c"
"9"	98	196	55	7.92702977949877	1.74630661020896	12.7740698097408	304.779368646653	80.5702272693447	27.1402256115667	0.918299819986842	0.154865372127384	0.0274237350083724	4.2332361516035	0.549150985029355	5.69473816182031	0.507976172946161	28.1603498542274	742.312757034991	1.18319209920597	1.73445394240457	4.2332361516035	0.683798062862872	0.142631415125028	0.483586538448881	0.027325927395358	7.40140845070423	0.205100413050376	5.65556189248166	0.416139222098565	27.7394366197183	719.909139557991	1.11823641313918	1.70672382917862	7.40140845070423	0.793985515501479	0.135188759502462	0.46820492763596	1.82183471704451e-07	8	10867	"c"
"10"	103	143	43	6.2906020847869	3.65434611635635	8.61614568518668	397.031257008869	84.6834743602814	16.1585676836856	0.616572367786365	0.474084714909269	0.0371778389960208	3.84242424242424	0.513514267643917	4.94916437098254	0.502270952153305	28.0969696969697	739.381564373077	1.12610891850044	1.63644803670244	3.84242424242424	0.668840144048	0.107600434995806	0.412073796861569	0.0358515955401769	6.12745098039216	0.115093383674684	4.46220203767781	0.386730235692173	27.6372549019608	716.382792241134	1.01655928612808	1.55715853818726	6.12745098039216	0.747408154647288	0.0788008804260882	0.346289521903532	2.1548359654126e-07	12	10867	"c"
